Username,Short_Reviews,Long_Reviews,Restaurant_names,User_rating,Short_Reviews_sentiment
JAGUAR,Just OK !,The food is tasty but over cooked.  We had the rare beef noodle soup -- the beef was way over cooked. The broth was full of favor it was unfortunate about the b...,Pho Lee,20,0.62
JAGUAR,Plesantely surprised ...,"Excellent chicken pita wrap -- fresh ingredients -- made to order.
Great dining experience. Food was ready in 15 minutes.
I would definitely go back.",Me Va Me Kitchen express,50,0.1
JAGUAR,Worst experience -- skip this location,"It was the worst dinner ever -- thai chicken wrap  with fries, and the calamari starter -- the calamari was cold, bottom of the bag pieces -- over fired and cru...",Boston Pizza,10,-1
JAGUAR,Convienent location ...,That's what I love about Subway -- their standards are the same regardless of location.  Fresh veggies and bread is always the best thing.,Subway,40,0
JAGUAR,Great family fun ...,First trip out of COVID and the family had fun on the beach soaking up the sun.  Remember to bring an umbrella for some shade.  Make sure you pay for parking th...,Sauble Beach,50,0.55
JAGUAR,Not bad ...,"The apple strudel was amazing, and the croissants were fresh.  The spinach & feta hand-held pies and beef patties were tasty.  Not really worth the lining up fo...",Luscious Bakery Eatery Cafe Inc.,30,0.35
JAGUAR,Family dinner ...,We passed on the turkey this year and opt for Chinese food - being in a new city we took a Tripadvisor recommendation - the food was good - nothing spectacular ...,Asian wok,30,0
JAGUAR,Ignore the hype ...,"Checked out the hype - it was average - I tried the "" philthy steak triple cheese melt "" expected chucks of steak got minced meat - expected pile high since it ...",Philthy PhillyÂs,20,0
JAGUAR,Fast and friendly,Quick service as expected.  Drive thru wasn't too bad.  Fresh hot fries is the reason we keep go back to McDonalds.,McDonald's,40,0.29
JAGUAR,Excellent Beef Pho,I always order the beef pho when I try new Vietnamese places - and it was good - beef slightly over cook but good.  The deep fried shrimp rolls are a definite m...,Thuan Kieu,40,1
JAGUAR,Skip a beat on this one ....,Ordered the teriyaki salmon and beef to-go --- wish the sauce was bit thicker - it was very soupy - it pooled in the bottom of the bag by the time we got home. ...,Heart Sushi,10,0
JAGUAR,Beautiful beach ...,"Beautiful beach ... white sand, quiet and relaxing.  Not much to do but that was ok - kids still enjoyed it.",Cable Beach,50,0.85
JAGUAR,Nothing outstanding ...,"Great omelette/egg station but stops there - over cooked bacon, dry turkey sausages and a bunch of other hot dishes that doesn't quite cut breakfast level.  Goo...",Aqua at The Hilton,20,0.5
JAGUAR,Slow and missing items,There is a standard with McD's - service AND food - and both times today they screwed up ... ordered three combos and was missing one order fries - had to walk ...,McDonalds,10,-0.25
JAGUAR,Not up to McDÂs standards ...,Unfortunate that this location cannot be rated lower ! Do they know they are in a tourist area and therefore will be very busy ?!! Poorly staffed - every time i...,McDonald's,10,0
Neobro,casual place,The spot is cute but food is hipster wanna be asian Canadian fusion. To be honest not a bad concept but mastering asian food is very hard. Even most asian resta...,Smash Kitchen & Bar,30,-0.5
Neobro,ginger cravings,This ginger rice ball reminds me of Vietnamese desert so I crave it sometimes when I crave the Vietnamese dessert where no place around to buy. Actually Vietnam...,Full House Desserts,50,0
Neobro,Gem,"Place looks like a hole in a wall, which meaning the food is fantastic! Small place  so go during  when it first open in the morning or after 3pm to get a seat....",NAM Vietnamese,50,0
Neobro,Affordable everyday meal,"Busy restaurant with probably the best of rice dishes, noodle soup and coffee that others try to mimic but canÂt do it like namÂThis place and their second loca...",NAM Vietnamese,50,-0.2
Vacationer129855,Culinary Delight!,Had an absolutely wonderful dinner with great friends at Folco's Ristorante tonight. Starting withthe  fresh bruschetta appetizer and rack of lamb with mushroom...,Folco's Ristorante,50,0
JFLARO,Good food. Good service. High prices. Terrible Internet.,Good food.  Good service.  High Prices.  TERRIBLE internet.  DonÂt go here if you are going for a business meeting and you or any of your party is planning on a...,JOEY Markville,20,0.14
JFLARO,Poor service.  Ok food.  Many other better restaurants in downtown St Pete.,"Service was horrible.  It wasnÂt super busy (Sunday 6:45pm).  We got seated immediately, and it took 20mins before any server came over, and I even went back up...",Ceviche St. Petersburg,20,0.2
JFLARO,"Fantastic staff, new hotel, great location","As a business traveler, I have spent thousands of nights in hotels and this was one of the best from a service standpoint.  The staff was super friendly and inc...",Hampton Inn Bellingham Airport,50,0.45
JFLARO,Poor Service ,"This Casino/Hotel has phenomenal potential.  They have a nice casino and a good restaurant.   HereÂs the unfortunate part, they lack a customer focus.  You can ...",Downstream Casino Resort,20,-0.4
JFLARO,1/2 menu unavailable,"Waited 20mins (which I can understand because of Covid-19).  We were seated at a booth that the ÂcleanedÂ but there were crayons, and food all in the booth seat...",Ford's Garage Wesley Chapel,10,0
JFLARO,Tourist Lunch,"Mixed emotions about this lunch.  First, the hostess on the patio had a poor attitude and refused to let us pull up an extra chair to a 2 seat table so the thre...",State Street Provisions,30,0
JFLARO,Hot Room,Location was very good.  The room was very small.  There was only room for the 3 single beds.  We would stay there again were it not for the fact that they limi...,Campanile Nice Centre - Acropolis,20,0.25
JFLARO,Poooooor Service / overdid the truffles,Before I start.  We dine out at least 3x per week at 4-5 star restaurants so this is not a Âthese people never eat out and had too high of expectations reviewÂ....,TERRES DE TRUFFES,20,0
JFLARO,Great Family Resort,"We travel a lot, and this was our 20th trip to the Caribbean, 13th trip to DR, and 9th time to Ocean Blue.  We like Ocean Blue because it is smaller and more pe...",Ocean Blue and Sand Beach Resort,40,0.8
JFLARO,Great Food - Poor Service,"As background, we travel and dine out frequently.  We fine-dine (5-star) at least once per month, and 4-star dine at least 10x per month, so this is not a one-t...",Pied a Terre,30,0.2
JFLARO,Fast Go Carts!!!,"We have been go cart racing at a number of facilities across the country, and this place is by far the best.  The go carts are here are the fastest we have race...",Xtreme Racing Center of Branson,50,0.39
JFLARO,Dessert,"Terrible experience.  Dropped in for after dinner drink and dessert.  We had a lovely dinner at Flame down the street and figured we would give ""The Order"" a tr...",The Order Food & Drink,20,0
JFLARO,Amazing Food & Service,We out out in Springfield weekly.  Flame is our favorite.  We go to Flame 1x per month.  Food is consistently fantastic.  Service is always great.  Everything o...,Flame Steakhouse and Wine  Bar,50,0.6
JFLARO,Consistently Fabulous ,"Always great.  Great food, great atmosphere, great service.  We always ask for Roy to take care of us.  We love the Mussels appetizer.  The Caesar salad is very...",Avanzare,50,0.4
JFLARO,Nice Dinner or Great Bar for Casual Dinner,"We love this place.  Great food.  Great Value.  This place has two identities.  Dress up for a nice dinner in the dining room, or show up as you are and sit it ...",Nicola's Ristorante,40,0.3
JFLARO,Great Entertainment,"A day at Hammon's Field is a great day.  Cheap seats...$15 for front row by the dugout.  Great entertainment... with the best farm system in MLB, you can count ...",Springfield Cardinals,40,0.8
JFLARO,Vacation in the sun,"This is our 10th vacation to Dominican, and 8th time at Ocean Blue.  We have travel extensively (8 weeks per year for each of the last 10 years) so we have been...",Ocean Blue and Sand Beach Resort,30,0
JFLARO,Awesome Place - Awesome Service - Awesome Food,"We love this place.  Privately owned, and Pat the owner is almost always there.  Food is awesome, and not typical.  Menu changes seasonally.  All of the staff a...",Metropolitan Grill Bar,50,1
kidsandtravel4fun,A Delicious Deli,"Delicious smoked meat and Reuben sandwich. Coleslaw and curly fries were delicious too. The spice on the fries was SO good! The staff were amazing, helpful and ...",Rock n Deli,50,1
kidsandtravel4fun,Delicious Mexican,My husband and I use to frequent this place a lot 15- 25 years ago. Decided to try it again with the family. So happy to see it was still operating and even wit...,Mariachi's Restaurant,40,0.5
kidsandtravel4fun,Love Red Lobster- this location we were lucky to be served by Khris who offered exceptional service!,We didnÂt realize there was a Red Lobster in the area. We had the best service from Khris! Khris is fabulous. You are SO lucky to have him on staff! He is kind ...,Red Lobster,50,0.42
kidsandtravel4fun,Main Street Indian in Unionville.,"We use to love this place. A great location on Main Street, Unionville. Food is ok, pricy and sauces arenÂt as flavorful as they use to be. Loved the music! A g...",Ambiyan,30,0.17
kidsandtravel4fun,Delicious Indian Cuisine off the strip!,"We found this restaurant because we were looking for Indian cuisine. We are SO happy we tried this place. It is slightly off the strip, but absolutely delicious...",Kaashi Indian Cuisine,50,1
kidsandtravel4fun,A great hotel near the beach.,"The staff at this hotel are VERY attentive and kind, everyone from front desk, restaurant, valet and housekeepers. The room is small but well layed out. We had ...",Residence Inn by Marriott Miami Sunny Isles Beach,40,0.45
kidsandtravel4fun,Great port area with restaurants and shops.,"A fun area to walk in, shop, stop for food and listen to live music. Boat cruises from here as well. Had the best reflexology foot massage there too!!",Bayside Marketplace,40,0.8
kidsandtravel4fun,Delicious brunch!,"WeÂve always walked by and never tried it. This place was SO good!! Roxana was a great server! She was very attentive! We had delicious omelets, coffee, yogurt ...",Bay Harbor Bistro,50,1
kidsandtravel4fun,"Good food, great ambiance!",We shared a chicken avocado salad and prohibition burger. The salad was delicious!! The burger was a bit over cooked but still very good. It was half price on t...,Tap 42 Aventura,40,0.85
kidsandtravel4fun,"A fun, casual restaurant!",The food was good and so was the ambiance. Farfalle Al limoncello was a bit too lemony for me but it was tasty. They shouldnÂt be so skimpy with the shrimp. Chi...,Serafina Miami,40,-0.16
kidsandtravel4fun,Fun place!,This is a fun restaurant to visit. Service is excellent. Thanks Bubbles! We ordered a Caesar salad and bbq chicken pizza. Salad was delicious! Pizza was average...,Big Pink,40,0.38
kidsandtravel4fun,Delicious and filling aÃ§aÃ­ bowls,This is our 4th time here. More staff present to cover the busy orders. We all ordered Nutella aÃ§aÃ­ bowls. Delicious and fresh. Very inconsistent portions on mu...,Playa Bowls,40,1
kidsandtravel4fun,Delicious Italian,Delicious pastas. Excellent service. One of my favourite Italian restaurants. My ink pasta with shrimp was delicious. The tagliatelle bolognese pasta was SO goo...,Salumeria 104,50,0.5
kidsandtravel4fun,Delicious soup!,We are frequent visitors to this place. Our kids love it and we really like the magic soups. During Covid we had a bad experience with staff and almost didnÂt r...,Magic Noodle,50,1
kidsandtravel4fun,Delicious drinks,"I went to the squeeze bar in north Miami with my family. When got the drink, I tried it and it was incredible. The staff were really nice and I would really lik...",The Squeeze Juice Bar,50,1
kidsandtravel4fun,A hidden Thai gem!,"Some people describe this place as a dive, and I agree, itÂs not fancy nor is it in a fancy location. It is in a strip plaza, with parking in the back. Not the ...",Ricky Thai Bistro,50,-0.21
kidsandtravel4fun,A great find in Sunny Isle.,This place is SO busy. We waited and watched them cook the meats. The presentation is great! The meats come out on boards and the fries come out in little cast ...,La Cabrera Miami,50,0.8
kidsandtravel4fun,A delicious BBQ dinner!,We tried this restaurant by chance. The kids are picky but we love different flavors and trying new foods. The ambiance on the patio of the Aventura mall locati...,Pollos & Jarras,50,1
kidsandtravel4fun,A Delicious Find!,"The flavours were delicious! I loved the babaganouj, the dips and the chicken zaatar with fatoosh salad. The place is very busy, and it was worth the wait. The ...",Darna,50,1
kidsandtravel4fun,Delicious Thai restaurant,This place is a hidden gem in North York. ItÂs a small place but the staff are so kind and friendly and the food is delicious. The mango salad is so fresh and t...,Bow Thai,50,1
Jim K,"""Okay"" simply not good enough","As older people, we were bothered by the loud music and others talking loudly to be heard over it. The food that I order was very good, however one of our party...",Il Postino,30,0.05
Susan R,Disappointing,"There was myself and 2 guests.  I ordered cabbage rolls with home fries.  The cabbage was chewy and the home fries were crunchy.  Another guest had the veal, fo...",Old Country Inn,20,-0.6
MD,"Definitely recommended, very good service","Best shuttle, we took it to Moraine Lake and they even accommodated us when we wanted to change our timing. Excellent customer service and prices!",Fairview Limousine,50,0.45
MD,"Worth the LONG hike, delicious food","We loved our experience here, but you MUST come early in the morning to avoid traffic! We started up the hike at around 7:00 AM and were the first group in the ...",Lake Agnes Tea House,50,0.42
MD,"Exceptional, CLEAN, cozy stay!","We stayed at this inn due to its proximity to Lake Louise and the fact that our shuttle to Moraine Lake picked us up here. However, we were extremely satisfied ...",Lake Louise Inn,50,0.26
MD,Breathtaking views atop the Rockpile,If you climb up the Rockpile hike (a short 10 minute walk) you reach the most magnificent views in the Rockies. Note that there is a picnic table up there and m...,Moraine Lake,50,1
MD,A must-do in Banff!,Beautiful views although it was a little bit hazy due to the smoke from nearby wildfires. Definitely recommend hiking to the top to see the views from the viewp...,Banff Gondola Ride Admission,50,0
MD,Delicious lunch with beautiful scenery,This restaurant is absolutely amazing. The food was so delicious (had the brisket sandwich with a side of mac and cheese) and the staff was extremely friendly. ...,Maligne Canyon Wilderness Kitchen,50,0.93
MD,Cool experience at the highest elevated Starbucks in Canada,"Good experience, had a delicious frapp from their secret menu. Beautiful views and seatinig area outside wasn't full. Wait time was also not too long.",Starbucks,50,0.35
MD,What a sight!,"We underestimated the amount of time to spend here! In the summer the garden is so beautiful despite mild crowding, but you should definitely commit at least ha...",Cascade Gardens,50,0
MD,"Favourite activity in Banff, extremely beginner friendly!","Exceptional experience. The wait times weren't long at all, the staff was extremely friendly and clear with instructions, managing crowds very well. There is a ...",The Banff Canoe Club,50,0.17
MD,"Beautiful trail, accessible for all ages, super easy","Beautiful water and views, not as crowded as we thought it would be. Super relaxing and a must-do when visiting Banff.",Bow River Trail,50,0.5
MD,Amazing full-day visit,Although it was a bit crowded (as expected) it's truly a must-see spot full of great eating and shopping options. A bit hard to find a parking spot but as long ...,Banff Avenue,50,0.6
MD,Beautiful Park,"Amazing, peaceful walk. Heard you can see wildlife often here. Definitely recommended for easier hikes.",Nose Hill Park,50,0.85
MD,Delicious and clean,Love this restaurant. Great for a fancy birthday dinner. Delicious food options and very clean. I would recommend the chicken schnitzel or the skewers. ,Me Va Me,50,0.68
MD,Great ice cream,"Must-go place when you visit Unionville. The ice cream never disappoints, friendly staff and great service. Definitely recommended.",Old Firehall Confectionery,50,0.8
Randy L,Really good food with excellent service ,"Very tasty breakfast and great service from Amy. We both ordered the 10 for 10, it was a lot to eat with excellent value. ",Ben & Florentine,50,0.85
Randy L,Great place to have a cold pint and very good food,Great spot with fantastic service. Ashley recommended the pork schnitzel and it didnÂt disappoint. My buddy had the meatloaf and was also very happy. ,The Owl: A Firkin Pub,50,0.37
Randy L,Learning about the history of Gin,Very old building and the lady that gave us the guided tour was great. The tasting was really a great experience.,Plymouth Gin Distillery,50,0
Randy L,Birthday dinner ,Great spot for my mother-in-laws 85th birthday celebration. The oysters were delicious and we all had the scallops which were delicious. And a very generous hel...,Scargo Cafe,50,0
Randy L,Brunch for three,"I ate the eggs benedict which were very good, my daughter had smoked salmon on a bagel, and it was excellent.  It is a very nice setting with terrific service.",Jeannine's Bakery,50,0
Randy L,Visit to the Griffith Observatory,"Very informative visit, we learned a lot and there are terrific views in all directions from there.  Learning about the planets and the effects from the moon on...",Griffith Observatory,40,0
Randy L,Sightseeing in LA,"Our driver, Jeff, was very informative and pretty funny with all his 'Dad' Jokes'    We saw a lot of sights, the stops were well timed. I really enjoyed the tri...",Half-Day Sightseeing Tour of the Best of Los Angeles,50,0
Randy L,Breakfast at Snooze,"I ate the eggs Benny combo as I couldnÂt decide between two options, maybe the best eggs Benny I ever ate, really delicious. Service was also top shelf, my wife...","Snooze, an A.M. Eatery",50,0
Randy L,One night stay,"While breakfast was good, I donÂt like plastic utensils and paper plates.  I donÂt like making unnecessary garbage when there are other options. 
The room was n...","Country Inn & Suites by Radisson, Belleville, ON",30,0
Randy L,Lunch for 2,"My friend had the liver and onions and said they were delicious.  I had the double burger, and it was huge, too big really.
The service was phenomenal.",Wimpy's Diner,40,0
Randy L,Dinner for 2 at Shoeless Joe's,"They were very busy as it was Valentine's dinner so the owner, Nigel chipped in and helped out.  Our server, Anna was delightful, and Nigel was also very nice a...",Shoeless Joe's Sports Grill - Belleville,50,0
Randy L,Dinner & Drinks,"We had many choices of beer, great fried dill pickles and nice spicy chicken burgers and a wonderful time.  Patrick, our server with the kilt on was fantastic.",Ye Olde Orchard Pub & Grill,50,0
Randy L,Fantastic Dinner at a BYOB restaurant,"Great food, spectacular service, a really nice setting, we were very happy with the entire experience. Bring your own beer & wine do not come any better than th...",Bagatelle Bistro,50,0.4
Randy L,"Quick Lunch, good eats","We needed a quick lunch and tried this place for the first time.  We were both happy with our orders, which we received quickly with a bottomless soft drink.",Popeyes Louisiana Kitchen,40,0.52
Randy L,Dinner for 2 at Chuck's,"The meal was OK, the greeter was terrific, the server left a lot to be desired.  We were 2 thirsty males and waited as she walked by our table twice with our em...",Chuck's Roadhouse Bar and Grill,30,0
Randy L,Business at CFB Trenton but stay in Belleville,"Excellent service at the front desk, a very comfortable room and a great breakfast, what more could you ask for.  We do business at CFB Trenton and have stayed ...",TownePlace Suites by Marriott Belleville,50,0
Randy L,Labour Day Weekend,"It was a great experience, we were a bit bummed that we couldnÂt make reservations at the restaurant until we ate at the buffet. It was fantastic, lots of diffe...",Club Med QuÃ©bec Charlevoix,50,0
Randy L,Stay at Days Inn to visit Jasper,"Really nice comfortable stay at reasonable price on our visit to Jasper as opposed to staying right in Jasper. We had a small kitchenette, two comfortable beds....",Days Inn by Wyndham Hinton,50,0
Randy L,Late night meal after a Flames Game,We were in town to see the Flames vs the Canadiens and stumbled upon this little restaurant while walking back to our hotel.  We were chilly after walking from ...,Mix Grill,50,-0.35
Randy L,Dinner with family after a funeral,"Stumbled upon this restaurant and was thrilled with the meals and the service. My daughter and I had a Stromboli, my wife the club with homemade slaw and Mom ha...",Restaurant La Belle Princesse,50,0
mismanagement,"Fabulous experience, great food, no pretensions","Simply fabulous, the food, the service, the atmosphere.
Food was a wow, probably best meal I have had in Canada in 24 years!! Stand outs were the Cured Trout in...",Langdon Hall Restaurant,50,0.6
mismanagement,Great welcome!! Especially the dog on the patio.,"Been here many times, always welcoming especially the dogs on the patio, bring over a dog bowl of water and alsways happy to interact.
Steak and Potato Pie, one...",Unionville Arms Pub & Grill,40,0.6
mismanagement,"Happy Hour, great deal.","Happy Hour, love it, half price Margharita and Tacos, 3-5pm every day. A great deal!! Been twice in 2 weeks.
Now my avid readers will know I am not a fan of ""he...",Anejo Restaurant,50,0.8
mismanagement,So so.,"Welcome and service very good, friendly and attentive. Nice simple presentation of menu, easy to follow and understand. A few creative dishes, eg French Toast i...",Sophie's Kitchen,30,0
mismanagement,Good food and service.,"Good, friendly welcome, sat in the Cafe TO ""patio"", very nice weather, people watched for a couple of hours.
Strawberry Frozen Margharita, very nice, arrived qu...",Jack Astor's,50,0.7
mismanagement,"Be prepared to wait, be patient!!","Overall pretty good, server was friendly and welcoming, good menu knowledge and was efficient. Drinks came in a timely manner.
However after food ordering took ...",Fox and Fiddle,40,0
mismanagement,Great welcome!!,"What a great welcome, invited us to sit on the front deck with our dogs. Super friendly, half a dozen staff and guests came out to talk to us, or rather pet the...",Blue Mussel Cafe,50,0.9
mismanagement, Very good food and service...,"One year on food and service just as good. Very friendly greeting and well looked after.
Lobster roll, simplicity in itself, the bun lightly coated in a flvored...",Our Family Traditions,50,0.91
mismanagement,Very basic Diner,"It is very basic, both decoration of Diner and the food. Tabes, chairs, decor could all do with some TLC and a little imagination.
Food was tasty although lacke...",Granville Street Diner,30,0
mismanagement,Enjoyable Lunch,"Back a year after our first visit, food and service just as good. Chicken, 3 pieces, deep fried, nice n crispy. Fish and chips, nice cripy batter, the fish? Hmm...",Gentleman Jim's,40,0.5
mismanagement,Nice BBQ Food,"Restaurant is in the Delta Hotel Fredericton, so knowing hotel food didn't expect much, however very pleasant surprise. Opted for Room Service, by very friendly...",STMR.36 BBQ & Social,40,0.6
mismanagement, Very good food and service... but...,"Family went for brunch on a sunday morning. Overall obs very good food, friendly service and noisy!!
Amy was an excellent server freindly and knowledgeable. I s...",Mira Mira Diner,40,0.91
mismanagement,Very enjoyable dinner on a very nice patio,"Very nice, warm evening, sat on patio... in the corner with the dogs, very welcoming.
New Manager, very friendly, greeted us like old friends. Server was enthus...",Jacopo,50,0.72
mismanagement,Still a geat Gastro Pub,"Visited in 2017, first visit back to UK since Covid. All food excellent. Stand outs, the Brisket and D Gloucster pir, great flavor, crispy pastry and nice touch...",The Old Forge,50,0
mismanagement,Exceptional Visit,"Visited night after snow storm, so we had the place to ourselves, like a private house!! Owner was very welcoming, interacted well and made us feel ""at home"". L...",The Tytherleigh Arms,50,0.67
mismanagement,Pretty typical pub food,"Look it was ok. more thought into presentation and I would have been happier.
Steak Frites, just thrownon plate and minimal thin fries. The beef pie was very ta...",The Cleveland Bay,40,0.04
mismanagement,A little gem!!,"Only went in because the owner (i think) waved as we looked inside, very hospitable, friendly and welcoming. Server was very interactive, happy to chat. Great c...",Blends Coffee House,50,-0.29
mismanagement,Good quality Chinese restaurant,"Very nice welcome, friendly service. Few bottles of wine unavailable, could have a smaller list printed.
Crispy Duck, Prawn Toast, Lemon Chicken, all excellent....",Phoenix Chinese Restaurant,40,0.35
mismanagement,Very nice rooms and quality restaurant,"Lovely typical Cotswold building, exactly like the pictures. Only in England!!
We were in one of the cottages, nicely furnished, warm, comfortable bed, nice lin...",The Frogmill Hotel,40,0.78
mismanagement,"Best restaurant in Ipswich, by a mile!!","Best meal I have had in a long time. great menu, server tells me it changes on 1st of the month, so always plenty of choice. Very friendly welcome, a Wednesday ...",16 Steakhouse,50,1
Emma E,Excellent selection of good food,"Generally, the food and drinks are excellent. There were four of us, and we shared four mains, 3 different rice, three starters, and two tea flavours (including...",Leaf Vegetarian,40,0.85
Emma E,Friendly staff,"The atmosphere inside is lovely. Diverse customers. Friendly staff. This time we only had bubble tea, but we will come back for some food next time. The bubble ...",Sea Lounge CafÃ©,50,0.38
Emma E,Better than expected,The staff are nice. The food is cheap. Good choices (less so for vegetarians!). Hubby had the schnitzel and it was like a real one from a cafe but half the pric...,cafeteria Litjes,50,0.2
Emma E,Super yummy,"Excellent food, good value, nice atmosphere (if you are ok with the smell of garlic) and great staff. Would recommend for people with all dietary requirements. ",Copper Branch - Utrecht,50,0.33
Emma E,"Nice room, nice location","We chose this hotel purely based on the location. I would recommend it to people for a short city break in utrecht but not for business travellers, people who w...",Moxy Utrecht,30,0.6
Emma E,Tasty and filling,"A giant jacket potato filled with almost everything. Cheese, carrot, cabbage, butter, olives, avocado, various dips etc etc. You can easily end up with a kilo o...",King Kumpir,50,0
Emma E,Gone downhill,"The food here used to be exactly what you expected. Reasonable quality, very tasty, overpriced American comfort food. That is why I liked it. Unfortunately, the...",TGI Friday's Utrecht,20,0
Emma E,Great food,"Definitely worth coming to for the food, which is rich, delicious, and filling. The dishes are varied. I do think the food is a little overpriced so this is not...",Surya Utrecht,40,0.8
Emma E,Simply perfect,"We like to look for hidden gems when travelling. This is an absolutely perfect example of one. It isn't necessarily the exhibits themselves, but the sheer enthu...",Whitchurch-Stouffville Museum & Community Centre,50,1
Emma E,Good food,We came here for the food and that did not disappoint. The mall itself reminded my husband of growing up in Malaysia so it's reasonably authentic. Unfortunately...,Pacific Mall Toronto,30,0.7
Emma E,"Poor service, OK food",We walked in and were the only customers.  The shop assistant ignored us for ages until we finally asked for attention. We asked a few questions and she was ext...,Isabella's Mochi Donut Boutique,30,0.05
Emma E,Small but mighty ,"Well worth an hour of your time. When we visited it had an exhibit about the history of Chinese people in the area, especially related to the impact of the Chin...",Varley Art Gallery,40,0.08
Emma E,"Delicious, local, chilled","The patio out the back is a gem. Shady and relaxed with dedicated staff. The menu was varied for all appetites. Two of us shared steak tacos, a raw vegetable pl...",The Duchess of Markham,40,0.5
Emma E,"Walk in, walk out","I went here just because of the theme. It tickled me. Unfortunately, the theme was presented in an incredibly superficial manner, so it was kind of pointless. T...",Poop Cafe,10,0
Emma E,Secret gem,"Without doubt the best Vietnamese in Utrecht. Tiny place, strongly recommend reserving. I've eaten here a few times and have ordered their delivery as well (ama...",NÃ³n LÃ¡,50,-0.4
Emma E,Excellent,"Staff, food, drinks, comfort, price. Everything was superb. Only tiny consideration is to make sure you ask for a quiet table when you book (if you need one). I...",Hearth,50,1
Emma E,Exactly as expected,"We all left happy having eaten two English breakfasts, a veggie English breakfast (including fried bread - delicious!), and a cheese and onion toastie. Would re...",Munchees Cafe,40,-0.1
Emma E,You get what you pay for,"The bed was clean. The shower was not. There was also a large fist-shaped hole in the bathroom door. According to the receptionist this was ""normal, it happens ...",B&B HOTEL Calais Coquelles Tunnel sous la Manche,20,0
Emma E,Not for vegetarians,"Excellent staff, very friendly and helpful.

The food was fresh. And we were served very promptly.

Unfortunately, I can only score the restaurant a 3 because t...",Vlaminck'14,30,0
Emma E,Early morning walking,The streets are beautiful and impressive to walk around. We went about 9 am on a Sunday in September and it was completely empty so we could soak in the atmosph...,Patronat Call de Girona,30,0.1
Michael N,Wonderful Anniversary Dinner.,We had our 60th Wedding Anniversary Dinner in the downstairs room. There were 19 of us and it was absolutely wonderful. Tom and the staff made everybody most we...,Peters Fine Dining,50,1
Hsmx,Great place to hangout,"I love this bar, been there a few times. Plenty of wine and champagne bottles to choose from. Their cheese and meat boards are great. 

The place is reasonably ...",Bar 66,50,0.8
Hsmx,Great p;ace for dinner,"Great place for dinner with menu options for everyone. Starters and main dishes were delicious. Try the epoisses cheese, a regional specialty. Service was great...",Le Coq Bleu,50,0.8
Hsmx,Gem of a place - cannot recommended it enough,"This a great place to stay in Beaune. We stayed there a couple of time. It is a small, but absolutely charming hotel. It is a perfect place to explore Burgundy....",Abbaye de Maizieres,50,0
Hsmx,"Not a traditional airport hotel, but still a great option","This is not your typical airport hotel. It is about a 10 to 15 minute drive from the airport, and doesnÂt have an airport shuttle. 

It is still a great option ...",Mercure Hotel Dusseldorf Airport,50,0.4
Hsmx,Delicious food - worth a try,"I ordered through Uber and did not visit the place. So my review is based on that fact

I ordered several plates for a family gathering and everything was absol...",Lavash Restaurant,50,0.65
Hsmx,Credit Card Info Stolen,"I was on a layover in London, 16 hours in the UK in total. I check in at the hotel about 9pm. I check out about 10am.  After a 9 hour flight back, once landed I...",Sofitel London Gatwick Hotel,10,0
Hsmx,"One of Best Restaurants in the World (dumb comment, I know)","You need to have this on your bucket list, because it is really one of the best restaurants in the world. Travel to Lyon just to try the food.

First the warnin...",Restaurant Paul Bocuse,50,0.31
Hsmx,Not to be missed,"This is a must visit if you are in Lyon. The place is full of stores and restaurants, with many delicious food options. We go there every time we are in Lyon. T...",Les Halles de Lyon Paul Bocuse,50,0
Hsmx,Not a typical The Keg dining experience,"We are frequent customers of the chain, and have dined there in several different cities. So we were surprised by our experience. While visiting family in Ottaw...",The Keg Steakhouse + Bar - Ottawa Market,20,0.08
Hsmx,2nd Stay,"We stayed at this hotel twice, both during Xmas season, and I highly recommend the hotel. The hotel is on the outskirts of the historic center where you have pl...",Hotel Les Haras,50,0
Hsmx,Consistently Very Good,"We keep going back to the restaurant because it offers tasty, no-frills, very reasonably priced food.  It is a must visit when we have out of town visitors crav...",Ding Tai Fung,40,0.91
Hsmx,Expected More,"I invited some family members last year, and there was a total of nine of us. Given the restaurant's exceptional ratings and menu prices, my expectations were q...",The School Restaurant,30,0.2
Hsmx,"Great Experience, Really Worth a Try","Stayed for 3 nights, and would have stayed another week if I could. We got a cabin overlooking the lake which was really nice. The cabin was fully equipped with...",Marten River Lodge,50,0.55
Hsmx,Ok. ,The place is visually appealing. But it is not a Classical Japanese restaurant. More of a fusion cuisine which I am not a big fan of. Sashimi comes with soy/lem...,El Japonez Polanco,30,0
Hsmx,Very surprised ,"Stayed at the Camino Real sin the hotel I usually stay at was fully booked. I figured for one night how bad could it be. Was I wrong to pick the hotel!!

The ra...",Camino Real Polanco Mexico,20,0.13
Hsmx,Gorgeous setting but ...,"Went there for dinner and the place is absolutely gorgeous. 

The food on the other hand was the equivalent of mall food court. There were 4 of us and we all ca...",Indochine,20,0.7
Hsmx,Worth a try,"Keep in mind this is not a fancy restaurant. It mainly caters to locals, and is located a bit far from the glitzy hotel zone. 

The food is really good, the por...",Vegan Planet,50,0.3
Hsmx,Had a great stay,"Was there for 3 nights and had a great time

From the moment we arrived until the day we left the staff was always courteous and helpful

The rooms are nicely d...",Fairmont Monte Carlo,50,0.8
